x_coord,y_coord,month,year,groundfrost_1,hurs_1,psl_1,sun_1,pv_1,sfcWind_1,tas_1,rainfall_1,snowLying_1
9,18,7,1,0.901070846,80.43375784,1010.768786,93.47221995,10.93409463,4.317705451,11.62557863,71.90873286,0
12,22,7,1,0.127558772,85.55602705,1010.109641,116.553391,11.30143668,6.928406261,11.30103975,66.68505867,0
8,4,8,1,0.14793038,88.67144201,1013.367683,146.2784009,15.81082972,5.071126024,16.07230608,166.1703418,0
9,4,8,1,0.062336169,87.00488737,1013.81703,146.3182561,15.55313355,4.836653589,16.17092516,162.7128477,0
10,4,8,1,0.148645961,85.85400984,1014.032019,159.6312793,15.65765949,4.154249132,16.57292579,135.2462471,0
11,4,8,1,0.58145283,83.76225136,1014.332682,167.047518,15.73801698,4.09953322,16.818961,86.34005894,0
12,4,8,1,0.227334866,81.87814233,1014.531918,182.8440179,16.00911184,5.048019226,17.43739802,52.22754691,0
13,4,8,1,0.141562934,82.06972526,1014.80723,193.3815043,15.94219191,4.314219773,17.15886521,50.49116967,0
14,4,8,1,0.080266128,83.03481065,1015.012506,211.143896,16.20942949,3.24968594,17.4202346,41.37127355,0
9,5,8,1,0.141986763,86.11321386,1013.43608,141.54795,15.32072879,4.68638692,15.86564049,138.3632468,0
10,5,8,1,0.09100976,84.31942702,1013.69189,154.8435162,15.63458467,3.971347727,17.02475574,116.5359792,0
11,5,8,1,0.309065908,82.75093557,1014.018479,156.8420445,15.22787414,3.90446009,16.6344607,108.2716389,0
12,5,8,1,0.448125097,80.81682625,1014.289176,179.2663686,15.04458341,3.975244475,16.85455,59.03292189,0
13,5,8,1,0.311692003,79.8306098,1014.51561,194.3279608,15.40606061,3.254819458,17.45346409,45.97833589,0
14,5,8,1,0.092713107,79.77734102,1014.689575,203.7099821,15.60176718,3.492830818,17.53005114,38.10849399,0
8,6,8,1,0.109337336,86.2799526,1012.481215,138.7259868,15.51059346,5.600807869,15.89290715,182.6085363,0
9,6,8,1,0.462613748,84.34061997,1013.144401,132.634237,14.92971127,4.80569445,15.79052667,197.8234376,0
10,6,8,1,0.505536413,83.90347712,1013.420154,141.0777876,14.77388505,3.474759639,15.98725497,136.5490972,0
11,6,8,1,0.098185114,82.54122214,1013.700694,152.7883059,15.03371842,3.643914742,16.68842634,110.5491379,0
12,6,8,1,0.585763724,80.42595419,1013.864365,164.7989492,14.7743368,3.395033748,16.87376541,73.02467803,0
13,6,8,1,0.241544016,77.98388905,1014.157812,185.1746112,14.70270561,2.97836767,17.58378887,40.81628532,0
14,6,8,1,0.044158933,77.0874578,1014.215881,188.7751563,15.11544234,3.699252552,17.89702896,36.42074466,0
15,6,8,1,0.015591843,77.45314493,1014.344847,206.3969619,15.61502445,4.109678666,17.8298745,34.18079571,0
9,7,8,1,1.149794371,85.25643892,1012.693366,126.9388653,14.39003587,4.522213652,14.82359767,161.4412858,0
10,7,8,1,1.116984879,84.15679888,1013.112479,136.2675101,14.45430413,3.239992457,15.4260347,103.2329403,0
11,7,8,1,0.318366642,81.34142625,1013.460121,144.5535421,14.74306023,3.0211807,16.52885631,81.21648911,0
12,7,8,1,0.843952893,80.67051705,1013.582394,148.9197619,14.69972669,2.916224496,16.60199934,70.59213411,0
13,7,8,1,0.190112403,78.38829964,1013.785574,173.2532874,14.90470552,3.360305786,17.45753007,49.65477126,0
14,7,8,1,0.034160516,77.27457858,1013.975746,182.5754213,15.12447938,3.545339911,17.69115055,53.05876,0
15,7,8,1,0.019238595,77.73844869,1014.156941,200.5235331,15.37949491,3.927500229,17.78074435,49.41169727,0
9,8,8,1,0.387607632,86.37686838,1012.507643,119.0001418,14.36607414,4.942184238,14.72834891,192.4862017,0
10,8,8,1,0.129353912,83.91024366,1012.706079,133.3113132,14.42401186,3.595774553,15.7398632,98.19730182,0
11,8,8,1,0.251004444,82.33419157,1013.069996,144.8698193,14.41655695,3.106118743,16.04112832,85.27667707,0
12,8,8,1,0.427336999,81.45078777,1013.333579,149.0078372,15.02288588,3.092325826,16.54388559,71.96764024,0
13,8,8,1,0.119381446,79.69143469,1013.486557,171.4534623,14.96739003,3.976271272,17.0807213,54.5238408,0
14,8,8,1,0.022060125,78.96698094,1013.728296,188.4060648,15.20911285,4.256845633,17.56190904,54.91299021,0
15,8,8,1,0.024287135,78.18223054,1013.939046,198.1312442,15.32414301,3.953782622,17.59058324,63.71445135,0
10,9,8,1,0.058185822,80.62678677,1012.457043,143.3686705,14.59795856,3.773786339,16.52426032,88.64809262,0
11,9,8,1,0.489966471,81.24560923,1012.792703,141.2367939,14.12712047,3.357834493,15.72547512,111.1148979,0
12,9,8,1,0.211763215,80.82170109,1013.011151,150.3016017,14.53282083,3.622675018,16.32700454,83.3383296,0
13,9,8,1,0.047451547,80.34071165,1013.145581,166.3877734,14.7856165,3.611384929,16.79663671,65.6477715,0
6,10,8,1,0.148776432,88.45679663,1009.99131,138.4436601,14.88626155,4.508474351,15.24029007,127.5744712,0
10,10,8,1,0.504812085,82.24767319,1012.297635,144.9328663,14.36829715,4.346942908,15.95909095,139.6334446,0
11,10,8,1,0.761237853,82.92873318,1012.546704,130.4527457,13.73679861,3.783086573,14.78096055,151.063989,0
12,10,8,1,0.544052206,80.88268082,1012.808802,151.1614337,14.24159577,3.520146624,16.15978135,88.36106126,0
13,10,8,1,0.319024381,82.23853754,1012.868031,160.8279965,14.72037604,3.046778654,16.30986019,76.21696056,0
5,11,8,1,0.097061839,84.26134361,1009.488266,141.7190777,14.28861411,4.038836428,15.27230202,119.3859557,0
6,11,8,1,0.138631613,87.21527249,1009.977217,150.1390573,14.73237651,3.88121642,15.33534441,103.0242002,0
7,11,8,1,0.151949909,86.43791593,1010.509399,150.8429267,14.51227721,4.201150723,15.31428505,119.2727767,0
10,11,8,1,0.981472977,84.23074355,1012.119474,138.0222943,13.74966275,4.041807922,14.34429289,208.9241653,0
11,11,8,1,1.292054857,84.43834012,1012.340074,137.8409868,13.34733872,4.603244121,13.70482587,148.6472537,0
12,11,8,1,0.756353752,82.33554294,1012.560706,148.6037081,14.10654008,4.028650895,15.52625441,86.54329182,0
5,12,8,1,0.172890968,84.41081901,1009.61374,147.8415055,14.22233648,3.818136272,15.0890949,114.904365,0
6,12,8,1,0.24989158,85.52629833,1009.968123,154.8537694,14.2518868,3.904636419,14.82206743,105.9659493,0
7,12,8,1,0.116589471,86.07929472,1010.387509,156.441871,14.02661719,4.031450113,14.61701519,113.8673058,0
8,12,8,1,1.451584229,88.50560844,1011.126208,146.6037895,14.80534468,4.923926345,14.57966715,187.5057428,0
9,12,8,1,1.234065166,85.81994564,1011.339597,129.7701749,14.06372881,4.285366872,14.23397528,217.1978332,0
10,12,8,1,0.730892036,84.74492362,1011.959687,133.3505715,13.84646019,3.432808993,14.64391082,160.7838011,0
11,12,8,1,1.057122965,84.78674045,1012.076296,139.9707038,13.40035566,3.564946728,14.12093669,124.4310817,0
8,13,8,1,0.984288159,84.5339396,1010.839583,161.5805006,13.85924047,4.920229831,14.82899315,140.8627452,0
9,13,8,1,0.654819233,84.53996577,1011.198953,140.7983373,13.4632026,4.365434765,13.88811818,160.4138993,0
10,13,8,1,1.015577015,85.08382792,1011.732764,134.6083506,13.14019508,4.11325124,13.43683851,137.5521637,0
11,13,8,1,0.918593543,83.92288842,1011.96696,141.7074422,13.35427147,3.427593387,14.29843155,104.2886882,0
8,14,8,1,1.118437003,83.06768862,1010.848684,149.7406982,13.38509547,4.713913512,13.99435801,199.1582191,0
9,14,8,1,0.51677312,83.55701821,1011.271276,153.077177,13.50009417,3.779204534,14.37980102,165.6812759,0
10,14,8,1,0.289460017,83.54667607,1011.478466,148.3535066,13.57939496,3.8205674,14.54646092,104.6073312,0
7,15,8,1,1.446617006,82.83262573,1010.559834,157.1844837,12.95446677,4.887863366,13.83974779,158.3601509,0
8,15,8,1,2.213641438,80.50456352,1011.278115,130.1021721,11.9584117,4.29554225,13.03372083,198.944933,0
9,15,8,1,2.333844715,81.63262373,1011.496006,127.8348554,11.87433325,4.449096217,12.34597323,174.9276119,0
10,15,8,1,1.175252009,83.64061884,1011.491962,128.4806867,12.86965956,4.206393076,13.40608266,143.3021985,0
8,16,8,1,1.976740903,80.17982012,1011.075506,131.1264262,11.70074442,4.085986514,12.84418245,138.5531025,0
9,16,8,1,2.242360889,80.70916708,1011.217041,139.1768135,11.37070782,4.269761297,12.08849632,123.0585876,0
10,16,8,1,1.310488255,82.69762371,1011.361642,130.2586743,11.84733364,4.512548966,12.28435546,98.9468991,0
11,16,8,1,0.833927424,85.76910554,1011.658533,117.3976093,13.37921207,3.796555918,13.63748853,89.22168999,0
8,17,8,1,1.381914946,80.98350938,1010.777706,128.5897365,11.77933703,4.227620417,12.82957071,101.6388057,0
9,17,8,1,1.482139775,81.01080959,1010.996641,149.9748502,12.35747381,3.873176371,13.46375893,82.84143017,0
10,17,8,1,1.062965751,80.7335035,1011.227089,148.3405497,12.44879679,3.523396841,13.76031416,78.42818354,0
8,18,8,1,0.643757759,82.4389069,1010.738046,119.1468533,12.08387246,5.08598135,13.12199644,95.46019991,0
9,18,8,1,1.263265479,82.36524744,1011.00208,125.2464998,12.08188029,4.537299904,12.78524777,105.8326336,0
12,22,8,1,1.740339181,86.45645215,1012.466715,98.54959448,12.44369218,6.332596121,12.57273002,119.4457227,0
8,4,9,1,0.698937393,86.11309368,1016.051809,145.0513086,12.98597619,4.575620671,13.18682497,90.87320278,0
9,4,9,1,0.318285499,84.65138237,1016.012308,140.719914,12.51934365,4.303925178,12.85395515,91.97746839,0
10,4,9,1,1.220776252,83.13264068,1015.825271,149.1516833,12.46601061,3.555892785,13.24577294,75.26325413,0
11,4,9,1,1.849914339,80.52069468,1015.66341,162.4874845,12.38476048,3.954539009,13.45732055,80.05714415,0
12,4,9,1,0.733035649,78.36418244,1015.499526,174.5576786,12.57872468,4.842849171,14.17719516,85.19763161,0
13,4,9,1,0.287373479,79.1532541,1015.494411,178.2144661,12.32850536,4.033878835,13.73093981,83.81609243,0
14,4,9,1,0.656197384,79.79033866,1015.474745,181.782144,12.8231741,3.168587031,14.1299549,89.93320709,0
9,5,9,1,0.47609346,84.33885372,1015.676216,135.6820177,12.42208766,4.882807101,12.70289545,113.8825837,0
10,5,9,1,0.566395048,82.70394507,1015.454199,157.089431,12.49492422,3.925987766,13.44231882,86.64083605,0
11,5,9,1,1.33569676,80.67861948,1015.404161,166.9036392,12.02942505,3.960879198,13.10467396,61.36309023,0
12,5,9,1,2.552896829,78.58259263,1015.301583,178.7074826,11.73955913,3.946741645,13.26226105,58.02835228,0
13,5,9,1,1.20913381,77.91997487,1015.230059,187.8276065,11.91389018,3.185442081,13.75748205,61.74227804,0
14,5,9,1,2.101425491,77.35331744,1015.122984,182.6522216,12.10851771,3.481542587,13.89456709,69.4652949,0
8,6,9,1,1.48913625,83.95135078,1015.114118,128.896567,12.42448521,5.268028034,12.64556496,80.01817302,0
9,6,9,1,2.690293353,83.94461238,1015.277306,127.565077,11.99622213,4.723069971,12.18966403,113.3331344,0
10,6,9,1,3.834292435,83.29581981,1015.108589,147.2632111,11.81970437,4.155464661,12.28377147,100.0193595,0
11,6,9,1,2.360565757,81.18656756,1014.941745,169.408765,11.93369941,4.028719633,13.03342525,73.7159834,0
12,6,9,1,4.773777349,78.99436563,1014.770315,174.3972219,11.6261251,3.686331684,13.05119551,52.99244909,0
13,6,9,1,2.143302626,76.43561334,1014.735949,182.8357766,11.47979432,3.129026093,13.71973462,42.17002032,0
14,6,9,1,1.079702734,75.41430852,1014.564381,180.0684737,11.60488322,3.863672643,14.04891715,42.63998177,0
15,6,9,1,0.702322107,75.70621271,1014.553169,195.980906,12.05031764,3.934376981,14.00891701,47.44445971,0
9,7,9,1,2.16249357,84.90839567,1014.71903,118.2928731,11.66592317,4.859695216,11.18902271,137.4773369,0
10,7,9,1,2.059793038,83.18092326,1014.551437,133.6293254,11.52804612,4.154308941,11.79447404,95.02231598,0
11,7,9,1,3.303482947,80.69325464,1014.4844,162.3201272,11.69143752,3.466970499,12.85491405,81.43288766,0
12,7,9,1,3.910935838,79.55267727,1014.22773,172.3309883,11.54634931,3.36931642,12.88701403,50.95949957,0
13,7,9,1,0.779265355,77.37589709,1014.17967,173.9960442,11.63255056,3.904629348,13.5417666,41.44861337,0
14,7,9,1,2.059655196,76.62600324,1014.145903,169.5148583,11.72601267,4.063214794,13.6798389,34.03483261,0
15,7,9,1,0.804575583,76.72532002,1014.152939,194.6389926,11.87741557,3.972593974,13.77604818,43.80993422,0
9,8,9,1,2.163027579,84.57738907,1014.004231,88.84033214,11.47298623,6.223809035,11.31217945,216.3661173,0
10,8,9,1,2.337634245,82.01393994,1013.835799,127.7290129,11.33562159,4.540204101,12.17623236,118.194164,0
11,8,9,1,1.987977182,82.07860367,1013.825138,148.1336691,11.4259914,3.468491069,12.37712762,98.81396243,0
12,8,9,1,0.829076956,80.93487743,1013.713481,164.4884104,11.90480433,3.88076873,12.88096574,64.91513354,0
13,8,9,1,1.295429667,78.5037439,1013.573908,173.150167,11.68882637,4.905219774,13.29909341,45.78932993,0
14,8,9,1,1.37126875,78.25566548,1013.661723,163.603052,11.85513629,5.013253767,13.51214158,41.95939233,0
15,8,9,1,1.59217105,77.01531543,1013.653557,186.7912488,11.8462932,4.330158321,13.6560856,41.5416294,0
10,9,9,1,1.152063997,79.89096943,1013.29861,139.0711213,11.75845354,4.74056205,13.04394978,152.0499235,0
11,9,9,1,1.527178467,81.35640922,1013.173914,131.647944,11.37032044,4.128698592,12.15075433,152.8105014,0
12,9,9,1,1.166848031,80.24382779,1012.960663,151.375725,11.67045013,4.841818008,12.81681441,72.86721998,0
13,9,9,1,1.753746611,78.6943564,1012.814067,168.1553271,11.62413619,4.774375777,13.27795911,45.06063053,0
6,10,9,1,1.210186769,87.32943855,1012.64643,123.3638484,12.09286867,4.709110517,12.07762191,93.54378286,0
10,10,9,1,1.433725292,82.20577204,1012.605252,97.67777572,11.78211525,5.53865258,12.56714486,207.3711016,0
11,10,9,1,2.304230041,82.66108003,1012.460472,110.0357145,11.32781021,5.015107619,11.36821107,211.1896989,0
12,10,9,1,2.44324667,79.70356291,1012.307864,148.0979519,11.59897496,4.574436248,12.90334301,98.62407684,0
13,10,9,1,2.081191205,79.58066608,1012.043192,167.6790492,11.77160851,4.691755165,13.06015008,62.73714695,0
5,11,9,1,1.820505311,85.04602303,1012.804785,116.4480318,11.80657291,4.452170712,11.65234448,102.6685639,0
6,11,9,1,1.50981043,86.77651797,1012.52828,122.1667497,12.10341653,4.137331093,11.97798123,86.25901174,0
7,11,9,1,1.054132513,84.46917407,1012.492067,125.0485996,11.90387329,4.790364473,12.29198552,104.5004738,0
10,11,9,1,2.919478984,83.16024725,1012.19286,108.5873425,11.34050289,5.256258569,11.21213115,236.5468942,0
11,11,9,1,2.726828125,82.83739423,1011.875694,132.1072094,10.88573706,6.255735475,10.57847761,181.1384861,0
12,11,9,1,2.348522171,80.83317674,1011.613426,150.3667393,11.44305509,5.091689783,12.40062497,113.1137502,0
5,12,9,1,1.441380848,85.38967682,1012.435564,115.5675854,11.77574908,4.776566514,11.42131374,120.5932356,0
6,12,9,1,1.64725197,85.78069502,1012.118899,110.7567423,11.87518383,4.542926713,11.49246816,101.5033316,0
7,12,9,1,1.541773827,84.48934016,1012.026417,116.7875885,11.60301148,4.459446171,11.46575692,160.5010806,0
8,12,9,1,2.419827437,84.8091677,1011.685097,117.5097465,11.77303615,5.670624873,11.50253282,148.8122524,0
9,12,9,1,2.60753342,85.0480794,1011.401118,120.397436,11.50406003,5.601717112,11.0396703,156.5733076,0
10,12,9,1,2.95506346,84.90147291,1011.511314,119.1947727,11.54660529,4.84554975,11.540685,133.7919738,0
11,12,9,1,2.809437249,83.89941447,1011.018665,137.3258741,11.09272779,5.437182793,11.22706795,138.1454229,0
8,13,9,1,2.555967403,82.90354085,1011.046444,111.1571773,11.51609916,7.001379568,11.53229004,160.5396986,0
9,13,9,1,2.637570873,84.51344886,1010.981468,111.7112223,11.09363497,6.008656376,10.43932862,147.7215399,0
10,13,9,1,2.831473574,84.28594821,1010.791735,122.7883175,10.73295275,6.327025918,10.23114353,141.2339366,0
11,13,9,1,2.139663396,81.5873638,1010.322571,145.6083847,10.79113666,5.33985116,11.5512059,119.2249216,0
8,14,9,1,2.605760077,82.00732078,1010.524328,103.3582652,11.04220767,6.572324761,10.62250619,232.4609463,0
9,14,9,1,2.65743767,82.10320099,1010.313039,121.2535997,10.95230414,5.638634962,10.88942396,122.8187265,0
10,14,9,1,2.71013326,80.66306718,1009.959454,138.8624367,10.8946358,6.337938646,11.43309576,83.44625934,0
7,15,9,1,2.687731884,81.53233181,1010.104254,93.28473057,10.75763831,6.597721745,10.67728001,215.9846733,0
8,15,9,1,3.381057838,80.26290665,1010.483751,86.35002301,9.859850135,5.778506536,9.604551192,273.8338124,0
9,15,9,1,4.596116666,79.78967682,1010.00368,107.0092763,9.644939968,6.579063657,8.924308939,89.78575257,0
10,15,9,1,5.391293308,79.14300721,1009.336129,134.2470571,10.10093875,6.47935625,10.18400405,47.30305349,0
8,16,9,1,4.285043715,80.00183447,1009.711783,84.55778406,9.702945712,6.362451203,9.401661758,267.3977164,0
9,16,9,1,4.9207601,79.02315826,1009.248012,101.0599709,9.25711142,6.373162181,8.715763938,106.9771382,0
10,16,9,1,5.647155209,77.76331415,1008.695185,122.006223,9.353575641,7.046686989,9.114236602,69.48626712,0
11,16,9,1,5.950491616,77.04116003,1008.461838,148.057712,10.22813392,4.964528562,11.13514939,58.87612546,0
8,17,9,1,4.63851059,80.88207956,1008.747715,85.90651858,9.783212536,7.169795563,9.505315282,232.5020099,0
9,17,9,1,4.61094591,77.98054904,1008.396273,116.0789632,9.915098531,6.521116632,10.27910176,102.9321644,0
10,17,9,1,2.573132111,77.60008222,1008.228192,123.0327652,9.920529256,5.444988395,10.94909702,74.51652184,0
8,18,9,1,1.263857706,81.22185925,1007.945905,87.27368722,9.906299279,7.373352311,9.903872037,243.5225087,0
9,18,9,1,4.352341303,80.2770289,1007.803404,104.6970358,9.745244593,6.436479891,9.71891981,134.4538816,0
12,22,9,1,0.5384041,82.82750327,1004.599128,106.4583398,10.16256243,8.75245815,9.990107015,101.3958616,0
8,4,10,1,3.691946051,88.34251287,1009.419023,97.99887899,11.44214045,4.871511811,10.73729102,167.0607618,0.143861591
9,4,10,1,4.507437596,88.54332144,1009.682421,89.87383043,11.2009868,4.883429328,10.22382496,175.3827391,0.282281846
10,4,10,1,6.387572916,88.85878755,1009.810582,91.68495464,11.28273277,4.201016073,10.40778988,130.4078597,0.200277269
11,4,10,1,6.795265278,86.5733168,1009.851435,89.55754553,11.31983273,4.399518488,10.50909054,152.5981597,0.081212739
12,4,10,1,4.728004793,86.22581762,1009.902734,85.74376502,11.64384127,5.126963594,11.11334902,147.7934275,0.048037233
13,4,10,1,3.18625758,87.44179726,1010.082443,87.6804274,11.56032571,4.501851813,10.85433368,138.4694746,0.079213835
14,4,10,1,3.813269666,88.6574598,1010.210989,92.20758466,12.0069188,3.86880965,11.09074388,131.134539,0.04273135
9,5,10,1,3.059770614,87.72656625,1009.537202,93.69439374,10.84992032,5.168909883,9.911128114,206.6897806,0.290948356
10,5,10,1,4.91402254,87.63631401,1009.684891,94.4386389,11.00250625,3.947724318,10.4803296,115.5841581,0.079351738
11,5,10,1,6.207119794,87.58010555,1009.880296,86.23042251,10.79713108,4.119906818,9.87245086,119.802264,0.093673551
12,5,10,1,7.110127576,87.36701231,1009.994257,80.44461939,10.86908599,4.218743571,9.968905822,132.6081197,0.062958296
13,5,10,1,5.502983731,88.15329804,1010.057338,87.39007188,11.20947177,3.327720888,10.37901935,118.2063327,0.053107819
14,5,10,1,4.687278645,88.79083027,1010.196781,86.90049262,11.5104183,3.732920919,10.50986918,119.9236535,0.077844921
8,6,10,1,7.537657288,84.54632851,1008.978341,93.24751974,10.61567198,5.159236267,10.04843408,148.8186823,0.038844556
9,6,10,1,6.604414115,86.53464281,1009.505257,90.41352687,10.29461777,4.601637091,9.367192002,168.5897122,0.268820971
10,6,10,1,8.300852604,87.53183408,1009.704425,90.04843491,10.21794119,3.816553976,9.100974436,134.7774787,0.227896844
11,6,10,1,7.104153643,87.86854186,1009.804852,91.6490233,10.51915616,3.893923719,9.664086117,96.30404372,0.115357519
12,6,10,1,8.121722256,87.55849043,1009.820455,87.61988314,10.52600088,3.881574375,9.56866322,103.4400551,0.077846639
13,6,10,1,7.164672111,86.97355381,1009.922501,89.57930508,10.68867228,3.159992457,10.01348328,101.8868278,0.063511552
14,6,10,1,7.195487176,87.35750994,1009.983821,88.08479729,10.99343411,3.857683664,10.36460199,91.32790661,0.040267809
15,6,10,1,5.915824463,87.33731377,1010.038949,91.93647535,11.24826873,4.008066737,10.59677489,88.20903788,0.045847505
9,7,10,1,6.666143389,86.95243482,1009.190715,85.81708903,9.859842287,4.619485004,8.430804892,164.8941241,0.317608623
10,7,10,1,8.254716301,88.11561425,1009.554838,88.39204507,9.926424487,3.441146411,8.466448862,91.58650143,0.200390169
11,7,10,1,9.218929589,87.294524,1009.736924,94.0818093,10.24772546,3.183933415,9.307450098,76.25888629,0.009782182
12,7,10,1,8.772060894,87.33469542,1009.668056,93.75430273,10.19312188,3.268881667,9.204691796,79.89782921,0.040527219
13,7,10,1,5.702061272,87.18078843,1009.752149,101.3755378,10.52286268,3.716484719,9.80200946,86.34018076,0.016206257
14,7,10,1,7.783784288,86.86608808,1009.810632,90.14853615,10.6739714,3.780233514,9.974241793,86.87040587,0.068461969
15,7,10,1,7.018503391,87.33316596,1009.86438,93.47339344,10.89422706,3.964582313,10.14408451,93.13576469,0.088239795
9,8,10,1,6.261562292,87.5461139,1009.065416,73.71324903,9.627181937,5.073640705,8.333925995,195.8594386,0.176582095
10,8,10,1,7.522899056,86.81632036,1009.181772,91.62105858,9.652477819,3.605425094,8.722877009,78.3866457,0.072132694
11,8,10,1,8.905814983,87.62236415,1009.348216,101.3064421,9.856146288,3.28005211,8.800907543,69.73416736,0.003737028
12,8,10,1,7.134868553,88.37008591,1009.532465,100.4945419,10.3443351,3.519565983,9.027130395,65.23963731,0.006331571
13,8,10,1,6.545303541,87.55309931,1009.54069,101.9452301,10.33964998,4.390656446,9.402233945,68.81258364,0.016428602
14,8,10,1,4.937170408,87.28463683,1009.600638,90.04244095,10.52172301,4.714163482,9.740762659,76.79208439,0.044717218
15,8,10,1,6.421200311,86.72967916,1009.62734,93.90680695,10.61394334,4.280774122,9.930074899,86.39634172,0.024407685
10,9,10,1,5.257246037,84.71304115,1008.916061,104.0388257,9.902880185,3.744356552,9.506208978,87.93012261,0.004400511
11,9,10,1,8.660068166,86.35068332,1009.044011,103.9547978,9.586144709,3.66168029,8.549568146,102.3241611,0.078249399
12,9,10,1,8.614493165,87.36297509,1009.167528,102.5813659,9.951706257,3.861520185,8.768861723,66.17736932,0.02028356
13,9,10,1,8.335842379,87.33865033,1009.170285,95.49216603,10.09951241,4.152203237,9.157164456,71.24085726,0.016937929
6,10,10,1,5.860498091,92.52458411,1007.678343,92.48251406,10.12183956,3.816246047,8.390247743,109.729617,0.077202194
10,10,10,1,6.628966482,85.17369114,1008.574783,95.66086279,9.54531056,3.747572667,9.224249147,141.8387062,0.046386163
11,10,10,1,10.51629542,87.16820018,1008.839069,92.49404551,9.160905644,3.889050203,7.729583824,149.3670428,0.107576698
12,10,10,1,11.34827414,86.96965553,1008.949975,102.5646154,9.67004198,3.704997318,8.706359721,73.86703514,0.10467235
13,10,10,1,10.30488107,87.32343023,1008.740863,107.6010124,9.924445044,4.007599626,8.859510567,76.1824237,0.119390407
5,11,10,1,13.78033742,89.00725874,1007.988088,94.18584191,9.458580569,3.225797704,7.541145727,128.6693678,0.071623641
6,11,10,1,10.22450145,91.29875579,1007.897424,93.41437064,9.959789788,3.103174245,8.105250771,97.47707172,0.101132594
7,11,10,1,9.742456243,89.17121777,1007.935477,100.2087413,9.831383136,3.921772171,8.504942195,122.4606204,0.084445456
10,11,10,1,12.19310867,85.6071649,1008.454556,90.74355615,8.977909512,4.104841071,7.504365919,202.8094984,0.413370297
11,11,10,1,14.95709317,86.57808146,1008.542951,104.3704635,8.662416848,4.621770969,6.642289152,121.7996729,0.746080269
12,11,10,1,12.5926459,87.30181491,1008.606259,111.7062907,9.36246567,3.945958189,8.090945755,92.50871197,0.736025068
5,12,10,1,12.18052346,89.21687168,1008.082052,91.22103676,9.299613847,3.088016622,7.444707251,127.8062214,0.116880565
6,12,10,1,8.457820029,89.34281299,1007.992331,87.64691813,9.588419054,3.103417467,7.703384123,115.2034688,0.218171969
7,12,10,1,9.120180476,88.8349503,1007.930798,93.73295146,9.499083295,3.528242563,7.791182818,148.8160957,0.326721116
8,12,10,1,14.33004721,87.55303439,1007.892835,91.84265933,9.274816324,4.107566965,7.627894682,156.0951066,0.181685454
9,12,10,1,14.53542864,87.30653175,1007.887384,87.29471827,9.028488315,4.037704204,7.029619609,171.6979017,0.196523719
10,12,10,1,13.8516043,87.71838208,1008.306806,90.33539411,9.021907359,3.196445802,7.323165917,154.4443662,0.348028741
11,12,10,1,14.39932163,88.03928891,1008.139036,109.2371839,8.709258179,3.414290223,6.79545186,105.1384788,0.474675159
8,13,10,1,10.80767417,85.3018932,1007.796619,93.02067177,9.027762286,4.786765437,7.58759134,178.7274326,0.253843229
9,13,10,1,12.64082326,87.29443776,1007.994573,88.36263455,8.642968588,3.791162533,6.337902085,156.4127819,0.162937203
10,13,10,1,13.94466265,87.8897054,1008.116835,93.80676868,8.334854321,3.925551442,5.842258699,153.2346712,0.416906831
11,13,10,1,12.79452464,86.60477214,1007.855324,109.8991564,8.572684382,3.391485095,6.855314263,104.9233299,0.400589336
8,14,10,1,11.61091723,84.68231915,1007.882216,81.86408533,8.571822196,4.320526318,6.660186608,209.3615962,0.464588221
9,14,10,1,12.00972954,85.53565825,1007.924226,89.37703541,8.439559008,3.520251823,6.684849437,142.9063087,0.310670887
10,14,10,1,12.97730384,85.41906023,1007.763259,92.25010265,8.536472048,3.882889025,7.084952669,115.5589192,0.151893215
7,15,10,1,13.18496988,82.66144364,1007.771353,83.99348959,8.333955194,4.199932759,6.978034847,189.5068123,0.453628453
8,15,10,1,15.1945059,83.42444854,1008.442435,66.59322905,7.510176073,3.022076352,5.366778569,222.8210361,0.809534632
9,15,10,1,15.25858474,84.39691743,1008.207546,78.22962261,7.232004234,4.065317486,4.546948027,166.2628712,0.903321362
10,15,10,1,18.55882734,85.67889846,1007.671222,86.18861411,7.927084023,4.390657918,5.693395545,123.821592,0.535585006
8,16,10,1,14.52567352,84.11129996,1008.158253,56.17337939,7.387649607,3.470641994,4.906851109,193.2682075,1.20543111
9,16,10,1,16.14059261,85.38199885,1008.043631,56.51147622,7.018940888,3.562096767,4.076403903,134.3278589,2.447174035
10,16,10,1,18.43393963,86.11073264,1007.629755,70.25088779,7.339568741,4.430220396,4.402156837,114.7702306,2.100470485
11,16,10,1,17.20492047,86.04945412,1007.335135,89.29394377,8.435329347,3.657749267,6.326631805,111.4862973,0.89295342
8,17,10,1,15.4989993,85.10073171,1007.942005,62.32931622,7.52752128,3.78751034,5.132289585,190.9069097,1.161953087
9,17,10,1,15.92883711,84.98414043,1007.700888,69.90300772,7.774527032,3.678269113,5.567327007,113.5809887,0.932752063
10,17,10,1,13.08674216,84.79870494,1007.413182,81.4714268,7.847199052,3.39240202,6.285169914,81.75203202,0.502280772
8,18,10,1,11.77234672,85.31259878,1007.349316,64.91827078,7.637830347,4.216469083,5.929367679,189.9153524,1.626053442
9,18,10,1,16.33326695,85.47173862,1007.284066,74.66742091,7.509126937,3.867594342,5.3399691,139.908961,1.037670951
